ekatte_code,settlement_name_bg,settlement_name_en,settlement_type,oblast_code,oblast_name_bg,obshtina_name_bg,nuts3_code
05342,Бонево,Bonevo,село,DOB,Добрич,Тервел,BG332
05356,Борец,Borets,село,PDV,Пловдив,Брезово,BG421
05365,Борие,Borie,село,SML,Смолян,Рудозем,BG424
05387,Борика,Borika,село,SML,Смолян,Мадан,BG424
05390,Борика,Borika,село,SFO,София,Ихтиман,BG412
05400,Борики,Boriki,село,GAB,Габрово,Габрово,BG322
05414,Бориково,Borikovo,село,SML,Смолян,Смолян,BG424
05428,Бориловец,Borilovets,село,VID,Видин,Бойница,BG311
05431,Борилово,Borilovo,село,SZR,Стара Загора,Стара Загора,BG344
05445,Борима,Borima,село,LOV,Ловеч,Троян,BG315
05459,Боримечково,Borimechkovo,село,PAZ,Пазарджик,Лесичово,BG423
05462,Борино,Borino,село,SML,Смолян,Борино,BG424
05476,Бориново,Borinovo,село,SML,Смолян,Мадан,BG424
05480,Боринци,Borintsi,село,SLV,Сливен,Котел,BG342
05493,Борислав,Borislav,село,PVN,Плевен,Пордим,BG314
05503,Бориславци,Borislavtsi,село,HKV,Хасково,Маджарово,BG422
05517,Борисово,Borisovo,село,RSE,Русе,Сливо поле,BG323
05520,Борисово,Borisovo,село,JAM,Ямбол,Елхово,BG343
05534,Борнарево,Bornarevo,село,PER,Перник,Радомир,BG414
05548,Борован,Borovan,село,VRC,Враца,Борован,BG313
05551,Боров дол,Borov dol,село,SLV,Сливен,Твърдица,BG342
05565,Боровец,Borovets,село,KNL,Кюстендил,Кочериново,BG415
05579,Боровина,Borovina,село,SML,Смолян,Мадан,BG424
05582,Боровица,Borovitsa,село,VID,Видин,Белоградчик,BG311
05596,Боровичене,Borovichene,село,BLG,Благоевград,Петрич,BG413
05606,Борово,Borovo,село,BLG,Благоевград,Гоце Делчев,BG413
05611,Борово,Borovo,град,RSE,Русе,Борово,BG323
05623,Борово,Borovo,село,PDV,Пловдив,Лъки,BG421
05637,Борово,Borovo,село,SZR,Стара Загора,Стара Загора,BG344
05640,Боровско,Borovsko,село,KRZ,Кърджали,Черноочене,BG425
05654,Боровци,Borovtsi,село,MON,Монтана,Берковица,BG312
05668,Борското,Borskoto,село,GAB,Габрово,Габрово,BG322
05671,Борущица,Borushtitsa,село,SZR,Стара Загора,Мъглиж,BG344
05685,Борци,Bortsi,село,SHU,Шумен,Венец,BG333
05699,Боряна,Boryana,село,VAR,Варна,Дългопол,BG331
05709,Босевци,Bosevtsi,село,VTR,Велико Търново,Елена,BG321
05712,Босилица,Bosilitsa,село,KRZ,Кърджали,Черноочене,BG425
05726,Босилково,Bosilkovo,село,BGS,Бургас,Сунгурларе,BG341
05737,Босилково,Bosilkovo,село,SML,Смолян,Баните,BG424
05743,Босилковци,Bosilkovtsi,село,RSE,Русе,Бяла,BG323
05757,Босна,Bosna,село,SLS,Силистра,Ситово,BG325
05760,Боснек,Bosnek,село,PER,Перник,Перник,BG414
05791,Бостанци,Bostantsi,село,KRZ,Кърджали,Черноочене,BG425
05801,Бостина,Bostina,село,SML,Смолян,Смолян,BG424
05815,Ботевград,Botevgrad,град,SFO,София,Ботевград,BG412
05829,Ботево,Botevo,село,VAR,Варна,Аксаково,BG331
05832,Ботево,Botevo,село,VID,Видин,Видин,BG311
05846,Ботево,Botevo,село,VRC,Враца,Хайредин,BG313
05852,Ботево,Botevo,село,MON,Монтана,Вълчедръм,BG312
05863,Ботево,Botevo,село,JAM,Ямбол,Тунджа,BG343
05877,Ботров,Botrov,село,RSE,Русе,Бяла,BG323
05894,Ботуня,Botunya,село,VRC,Враца,Криводол,BG313
05904,Ботурче,Boturche,село,HKV,Хасково,Ивайловград,BG422
05918,Бохова,Bohova,село,PER,Перник,Трън,BG414
05921,Бохот,Bohot,село,PVN,Плевен,Плевен,BG314
05935,Бочковци,Bochkovtsi,село,VTR,Велико Търново,Велико Търново,BG321
05949,Бошуля,Boshulya,село,PAZ,Пазарджик,Септември,BG423
05952,Бояджик,Boyadzhik,село,JAM,Ямбол,Тунджа,BG343
05966,Боян,Boyan,село,SHU,Шумен,Венец,BG333
05978,Бояна,Boyana,село,VAR,Варна,Вълчи дол,BG331
05983,Боян Ботево,Boyan Botevo,село,HKV,Хасково,Минерални бани,BG422
05997,Бояново,Boyanovo,село,VID,Видин,Грамада,BG311
06001,Бояново,Boyanovo,село,JAM,Ямбол,Елхово,BG343
06015,Бояновци,Boyanovtsi,село,VTR,Велико Търново,Велико Търново,BG321
06029,Боянци,Boyantsi,село,PDV,Пловдив,Асеновград,BG421
06032,Брадвари,Bradvari,село,SLS,Силистра,Силистра,BG325
06046,Бракница,Braknitsa,село,TGV,Търговище,Попово,BG334
06050,Бракьовци,Brakyovtsi,село,SFO,София,Годеч,BG412
06077,Браниполе,Branipole,село,PDV,Пловдив,Родопи,BG421
06080,Браница,Branitsa,село,HKV,Хасково,Харманли,BG422
06094,Браничево,Branichevo,село,SHU,Шумен,Каолиново,BG333
06104,Бранище,Branishte,село,DOB,Добрич,Добрич-селска,BG332
06118,Бранковци,Brankovtsi,село,VTR,Велико Търново,Велико Търново,BG321
06121,Бранковци,Brankovtsi,село,VID,Видин,Грамада,BG311
06135,Братан,Bratan,село,SLV,Сливен,Котел,BG342
06149,Братаница,Bratanitsa,село,PAZ,Пазарджик,Пазарджик,BG423
06152,Братово,Bratovo,село,BGS,Бургас,Бургас,BG341
06166,Братово,Bratovo,село,TGV,Търговище,Търговище,BG334
06175,Братушково,Bratushkovo,село,SFO,София,Сливница,BG412
06183,Братя Даскалови,Bratya Daskalovi,село,SZR,Стара Загора,Братя Даскалови,BG344
06197,Братя Кунчеви,Bratya Kunchevi,село,SZR,Стара Загора,Стара Загора,BG344
06207,Брацигово,Bratsigovo,град,PAZ,Пазарджик,Брацигово,BG423
06210,Брегаре,Bregare,село,PVN,Плевен,Долна Митрополия,BG314
06224,Брегово,Bregovo,град,VID,Видин,Брегово,BG311
06238,Брежани,Brezhani,село,BLG,Благоевград,Симитли,BG413
06241,Брежниците,Brezhnitsite,село,GAB,Габрово,Трявна,BG322
06255,Бреза,Breza,село,SML,Смолян,Рудозем,BG424
06269,Брезе,Breze,село,SML,Смолян,Девин,BG424
06272,Брезе,Breze,село,SFO,София,Своге,BG412
06286,Брезник,Breznik,град,PER,Перник,Брезник,BG414
06306,Брезница,Breznitsa,село,BLG,Благоевград,Гоце Делчев,BG413
06313,Брезнишки извор,Breznishki izvor,село,PER,Перник,Брезник,BG414
06327,Брезовдол,Brezovdol,село,SFO,София,Своге,BG412
06344,Брезово,Brezovo,село,VTR,Велико Търново,Елена,BG321
06361,Брезово,Brezovo,град,PDV,Пловдив,Брезово,BG421
06375,Бреница,Brenitsa,село,PVN,Плевен,Кнежа,BG314
06389,Бреница,Brenitsa,село,SLS,Силистра,Тутракан,BG325
06392,Брест,Brest,село,KNL,Кюстендил,Трекляно,BG415
06402,Брест,Brest,село,PVN,Плевен,Гулянци,BG314
06416,Брестак,Brestak,село,VAR,Варна,Вълчи дол,BG331
06421,Брестака,Brestaka,село,SFO,София,Мирково,BG412
06433,Бресте,Breste,село,PVN,Плевен,Червен бряг,BG314
06447,Брестник,Brestnik,село,PDV,Пловдив,Родопи,BG421
06450,Брестница,Brestnitsa,село,LOV,Ловеч,Ябланица,BG315
06464,Брестница,Brestnitsa,село,DOB,Добрич,Тервел,BG332
06478,Брестова,Brestova,село,SZR,Стара Загора,Гурково,BG344
06481,Брестовене,Brestovene,село,RAZ,Разград,Завет,BG324
06495,Брестовец,Brestovets,село,PVN,Плевен,Плевен,BG314
06505,Брестовица,Brestovitsa,село,PDV,Пловдив,Родопи,BG421
06519,Брестовица,Brestovitsa,село,RSE,Русе,Борово,BG323
06522,Брестово,Brestovo,село,BLG,Благоевград,Симитли,BG413
06536,Брестово,Brestovo,село,LOV,Ловеч,Ловеч,BG315
06547,Брод,Brod,село,HKV,Хасково,Димитровград,BG422
06553,Бродилово,Brodilovo,село,BGS,Бургас,Царево,BG341
06567,Брош,Brosh,село,KRZ,Кърджали,Кърджали,BG425
06570,Брусарци,Brusartsi,град,MON,Монтана,Брусарци,BG312
06584,Брусевци,Brusevtsi,село,HKV,Хасково,Маджарово,BG422
06598,Брусен,Brusen,село,VRC,Враца,Мездра,BG313
06608,Брусен,Brusen,село,SFO,София,Етрополе,BG412
06625,Брусино,Brusino,село,HKV,Хасково,Ивайловград,BG422
06639,Брусник,Brusnik,село,PER,Перник,Брезник,BG414
06642,Брънеците,Branetsite,село,GAB,Габрово,Габрово,BG322
06662,Бръчковци,Brachkovtsi,село,VTR,Велико Търново,Елена,BG321
06673,Бръшлен,Brashlen,село,RSE,Русе,Сливо поле,BG323
06687,Бръшлян,Brashlyan,село,BGS,Бургас,Малко Търново,BG341
06690,Бръшляница,Brashlyanitsa,село,PVN,Плевен,Плевен,BG314
06700,Бръщен,Brashten,село,SML,Смолян,Доспат,BG424
06728,Бряговец,Bryagovets,село,KRZ,Кърджали,Крумовград,BG425
06731,Бряговица,Bryagovitsa,село,VTR,Велико Търново,Стражица,BG321
06745,Брягово,Bryagovo,село,PDV,Пловдив,Първомай,BG421
06759,Брягово,Bryagovo,село,HKV,Хасково,Хасково,BG422
06762,Бряст,Bryast,село,HKV,Хасково,Димитровград,BG422
06776,Брястовец,Bryastovets,село,BGS,Бургас,Бургас,BG341
06788,Брястово,Bryastovo,село,SLV,Сливен,Нова Загора,BG342
06793,Брястово,Bryastovo,село,DOB,Добрич,Балчик,BG332
06803,Брястово,Bryastovo,село,HKV,Хасково,Минерални бани,BG422
06817,Бубино,Bubino,село,HKV,Хасково,Ивайловград,BG422
06848,Бузовград,Buzovgrad,село,SZR,Стара Загора,Казанлък,BG344
06851,Бузяковци,Buzyakovtsi,село,SFO,София,Ихтиман,BG412
06865,Буйновица,Buynovitsa,село,SHU,Шумен,Венец,BG333
06879,Буйново,Buynovo,село,SML,Смолян,Борино,BG424
06882,Буйново,Buynovo,село,TGV,Търговище,Търговище,BG334
06896,Буйновци,Buynovtsi,село,VTR,Велико Търново,Елена,BG321
06906,Бук,Buk,село,KRZ,Кърджали,Крумовград,BG425
06919,Букак,Bukak,село,TGV,Търговище,Антоново,BG334
06923,Буката,Bukata,село,SML,Смолян,Смолян,BG424
06937,Букова поляна,Bukova polyana,село,SML,Смолян,Мадан,BG424
06940,Буковец,Bukovets,село,VTR,Велико Търново,Велико Търново,BG321
